Nombre,Apellido,RUT,Dirección,Comuna,N° Cuenta Corriente,Banco,Monto de Garantía,Fecha de Pago de Garantía,N° Jornada de Remate,Fecha del Remate,Modelo de Automóvil,Categoría de Automóvil,Proveedor del Auto,Pago del Restante,Fecha de Pago del Restante,Devolución de Garantía,Fecha de Devolución,Cantidad de Click en Inicio,"Cantidad de Click en ""Quiénes Somos""",Cantidad de Click en Contacto,Cantidad de Click en Remates Activos,Cantidad de Click en Abonar Garantía,Cantidad de Click en Agregar al Carro,Cantidad de Click a Salón de Remate
Máxima,Alegria,5816744-4,"Cuesta Ruth Gracia 19 Puerta 3 
La Rioja, 50649",Vitacura,ES1462266734129042124264,Santander,994085.36,2024-06-12,26,2024-10-14,Ford Fiesta,SUV,Banco de Chile,5744417.48,2024-12-05,0.0,,82,44,50,50,30,22,80
Luisa,Rodriguez,19145374-3,"Callejón Elodia Miró 54 Piso 9 
Madrid, 43346",La Florida,ES2088364600681400768587,Santander,950871.18,2024-06-21,5,2024-10-06,Ford Fiesta,SUV,Banco de Chile,0.0,,950871.18,2024-12-17,36,37,38,99,50,28,92
Luz,Taboada,20334895-9,"Glorieta de Mario Ros 4
Cáceres, 40737",Providencia,ES3472757274758305846891,Scotiabank,1099122.04,2024-04-29,44,2024-06-18,Toyota Corolla,Hatchback,BCI,0.0,,1099122.04,2024-12-30,1,44,36,172,34,62,39
Enrique,Codina,20484041-5,"Calle Amando Tovar 91 Apt. 27 
Ourense, 17927",Providencia,ES3014527505119144952076,Banco Estado,1846568.43,2024-06-06,43,2024-08-28,Chevrolet Spark,Coupé,Banco de Chile,0.0,,1846568.43,2024-09-14,28,42,17,102,40,12,35
Silvestre,Lasa,2217133-K,"C. de Espiridión Román 46 Piso 1 
Lleida, 22092",Ñuñoa,ES6254753272537218997521,Santander,638364.2,2024-05-02,41,2024-07-04,Honda Civic,Hatchback,Scotiabank,11146747.07,2024-08-25,0.0,,61,29,5,138,39,8,39
Pelayo,Carnero,24771960-1,"Alameda de Martín Mínguez 4 Puerta 4 
Cáceres, 37554",Ñuñoa,ES2927318410616772201216,BCI,777575.57,2024-02-06,26,2024-05-25,Ford Fiesta,Camioneta,Banco Estado,0.0,,777575.57,2024-06-25,89,23,17,186,28,7,19
Corona,Cabo,14269374-7,"Rambla de Bernarda Santamaria 35 Puerta 6 
Cádiz, 11606",Las Condes,ES6413857158647025273312,BCI,1888702.03,2024-06-19,33,2024-12-04,Chevrolet Spark,Coupé,Banco Estado,0.0,,1888702.03,2024-12-08,53,19,41,96,17,78,4
Poncio,Gomila,16259884-8,"Glorieta Jordi Miranda 85 Puerta 4 
Albacete, 41827",Ñuñoa,ES7892438814721078889986,BCI,937931.08,2024-06-12,50,2024-10-13,Toyota Corolla,Sedán,Banco de Chile,0.0,,937931.08,2024-12-11,89,27,1,95,30,84,27
Natividad,Nebot,24592246-9,"Vial de Aurora Amo 12 Apt. 80 
Valladolid, 08168",Vitacura,ES1605431032568956360939,BCI,1984040.89,2024-01-03,17,2024-12-12,Ford Fiesta,Coupé,Scotiabank,17539266.32,2024-12-22,0.0,,37,7,0,167,2,17,94
Malena,Alba,21953373-K,"Avenida Cristina Castelló 54
Guipúzcoa, 35318",Las Condes,ES9467548478565640374662,BCI,1081096.06,2024-03-10,36,2024-09-11,Ford Fiesta,SUV,Santander,15965092.37,2024-10-17,0.0,,14,45,0,43,18,100,93
Francisco,Ferrando,4096625-0,"Camino Rita Esteban 81 Apt. 62 
Almería, 34808",La Florida,ES2601192293551167259839,Santander,1097423.59,2024-03-27,7,2024-11-13,Ford Fiesta,Camioneta,Banco Estado,6633854.61,2024-12-10,0.0,,20,21,32,71,35,44,36
Vicente,Madrid,19900074-8,"Via de Maribel Fabregat 52
Zamora, 45326",Santiago,ES5852758116003563569151,Santander,1923955.74,2024-07-06,40,2024-11-01,Chevrolet Spark,SUV,Santander,19532823.49,2024-12-18,0.0,,3,14,20,70,13,43,61
Manuel,Hierro,9536412-8,"Alameda de Fortunato Borrás 147
Burgos, 49143",Santiago,ES3989571647406071245492,Banco de Chile,1989563.56,2024-07-08,29,2024-12-10,Chevrolet Spark,SUV,Scotiabank,0.0,,1989563.56,2024-12-20,69,29,28,95,16,40,3
Adrián,Morata,20551775-8,"Cañada Renata Escalona 721 Puerta 7 
La Rioja, 23254",Ñuñoa,ES3328592113137306545947,BCI,1625288.13,2024-01-15,26,2024-05-14,Ford Fiesta,Sedán,BCI,14303862.78,2024-11-03,0.0,,9,39,41,115,21,86,87
Toribio,Gisbert,1276542-8,"Alameda de Iker Oller 32
Cantabria, 08784",Vitacura,ES3856244926012661193813,Banco Estado,1066822.2,2024-05-05,18,2024-10-27,Chevrolet Spark,Camioneta,Banco Estado,13172525.84,2024-12-20,0.0,,9,34,33,199,34,9,37
Lilia,Cabañas,18541542-2,"Pasaje Maura Juan 18
Asturias, 02102",Vitacura,ES1509327384991258095483,Scotiabank,1230547.79,2024-04-27,33,2024-05-01,Ford Fiesta,Camioneta,Banco de Chile,0.0,,1230547.79,2024-12-09,85,19,34,133,6,39,31
Seve,Pablo,3625905-1,"Acceso de Otilia Cabrera 39 Piso 0 
Segovia, 40123",La Florida,ES9460636974029781001266,Scotiabank,902655.37,2024-03-09,17,2024-12-19,Ford Fiesta,SUV,Banco de Chile,17027444.98,2024-12-21,0.0,,29,47,37,152,10,9,78
Florina,Campos,9191731-9,"C. de Olalla Luna 16
Santa Cruz de Tenerife, 28522",Las Condes,ES3483859306780357293303,Santander,1353568.02,2024-02-16,47,2024-06-09,Ford Fiesta,Coupé,Banco de Chile,9366006.13,2024-10-12,0.0,,0,7,47,24,23,73,76
Narciso,Mayol,18903056-8,"Callejón de Bartolomé Piñeiro 8
Zamora, 25903",Las Condes,ES2736628795098338673918,Santander,1968755.0,2024-02-13,46,2024-04-12,Toyota Corolla,SUV,BCI,11629648.67,2024-06-15,0.0,,94,23,43,122,14,27,41
Marcio,Anaya,10710119-5,"Pasadizo Esperanza Escolano 164
Barcelona, 03915",Providencia,ES7983794603943514754041,Banco Estado,1134740.7,2024-05-19,43,2024-09-06,Honda Civic,SUV,Banco de Chile,0.0,,1134740.7,2024-10-13,100,33,42,123,39,19,53
Yésica,Niño,15895743-4,"Glorieta Isidora Pinedo 9
Sevilla, 12068",Ñuñoa,ES8756080861438411868522,Banco de Chile,621281.45,2024-02-17,38,2024-06-07,Nissan Sentra,Hatchback,BCI,0.0,,621281.45,2024-09-29,96,11,45,42,28,13,98
Félix,Torre,1342895-6,"Avenida Ale Fernández 56
Badajoz, 10204",Providencia,ES8375821767594724061792,Santander,1517342.06,2024-01-27,50,2024-11-18,Honda Civic,SUV,Banco de Chile,7997866.53,2024-11-23,0.0,,57,33,31,134,5,40,9
Ruperta,Prada,9777156-1,"Ronda Eugenia Marquez 109 Piso 6 
Ceuta, 51837",Santiago,ES0732118924578362992520,Banco Estado,1833282.2,2024-05-10,42,2024-07-07,Nissan Sentra,Camioneta,Banco Estado,15732903.94,2024-07-26,0.0,,22,48,4,6,48,13,51
Armida,Miranda,15049493-1,"Cuesta Azeneth Uriarte 25
Alicante, 42542",Las Condes,ES6164853954172017454705,Banco de Chile,1601231.44,2024-05-04,4,2024-08-06,Nissan Sentra,Sedán,Scotiabank,0.0,,1601231.44,2024-10-13,100,35,35,98,13,41,49
Lupe,Paredes,5797695-0,"Plaza Rufino Mendez 19 Puerta 1 
Albacete, 29447",La Florida,ES3721208435391365401746,Scotiabank,1109271.7,2024-03-24,28,2024-05-25,Ford Fiesta,Coupé,Santander,19809198.96,2024-11-16,0.0,,53,23,33,34,28,55,64
Aitor,Cruz,10689265-2,"Avenida Rafael Ballester 83
Granada, 38080",Santiago,ES5858579803233121098199,Banco de Chile,1689855.23,2024-06-17,27,2024-12-09,Ford Fiesta,Coupé,Santander,0.0,,1689855.23,2024-12-24,45,27,41,55,11,67,91
Vinicio,Prats,23017827-5,"Vial Emiliana Marí 946 Apt. 79 
La Coruña, 18295",La Florida,ES4084159484771945165015,BCI,1238059.54,2024-02-10,30,2024-09-13,Honda Civic,Hatchback,BCI,16438536.62,2024-10-21,0.0,,61,12,39,94,15,70,10
Concepción,Adadia,9804159-1,"Pasaje de Damián Villanueva 8
Cuenca, 34731",Vitacura,ES8744369774509994151267,Santander,1418565.44,2024-04-11,20,2024-08-24,Chevrolet Spark,Camioneta,Banco de Chile,6799509.48,2024-10-17,0.0,,58,50,30,25,5,48,57
Etelvina,Giralt,12068457-4,"Callejón de Alba Burgos 3 Puerta 0 
Huesca, 22786",Vitacura,ES5350652470884549515079,Scotiabank,690079.75,2024-03-08,20,2024-07-25,Honda Civic,Sedán,BCI,12714219.86,2024-11-21,0.0,,29,25,6,106,9,19,84
Macario,Lamas,1606778-4,"Rambla de Jose Francisco Olivera 11
León, 25828",Ñuñoa,ES8690500743271680412004,Banco de Chile,1203679.4,2024-06-13,22,2024-10-01,Honda Civic,Coupé,BCI,0.0,,1203679.4,2024-12-17,28,27,19,147,35,95,84
Borja,Múgica,5713265-5,"Alameda de Jerónimo Arévalo 937 Puerta 0 
Guadalajara, 03794",Vitacura,ES2383183085239787627420,Banco Estado,656650.96,2024-05-20,23,2024-09-11,Chevrolet Spark,SUV,Banco de Chile,17855931.08,2024-11-16,0.0,,64,11,22,6,23,35,66
Eugenia,Lledó,6595726-4,"Calle Rosa Cabrera 69 Puerta 2 
Alicante, 35982",Las Condes,ES6629212282660545903905,BCI,1453217.24,2024-05-22,11,2024-10-01,Honda Civic,Camioneta,Scotiabank,0.0,,1453217.24,2024-10-09,26,7,33,180,43,75,36
Consuelo,Peláez,3428696-5,"Glorieta de Poncio Iniesta 93
Pontevedra, 09842",Santiago,ES6181599891925474726651,Santander,614465.93,2024-05-03,10,2024-06-30,Nissan Sentra,Sedán,Banco Estado,0.0,,614465.93,2024-08-19,60,29,3,199,28,60,5
Roberta,Escobar,18487736-8,"Acceso Natividad Pereira 35 Piso 3 
Cáceres, 39153",Providencia,ES6579693052076910649360,Santander,1754038.3,2024-03-30,29,2024-09-02,Honda Civic,Hatchback,Santander,0.0,,1754038.3,2024-12-30,30,41,39,68,4,75,13
Amada,Uribe,20097585-5,"Calle de Martín Echeverría 25 Puerta 9 
Cáceres, 38698",La Florida,ES1463240757583490724350,Banco de Chile,1038232.38,2024-04-21,12,2024-12-19,Toyota Corolla,SUV,BCI,0.0,,1038232.38,2024-12-24,64,40,11,157,9,23,73
Luz,González,10609877-8,"Vial de Rosalina Izaguirre 383
Ourense, 44374",Vitacura,ES4175792096654247469373,Scotiabank,1074151.26,2024-03-11,18,2024-09-19,Nissan Sentra,Coupé,Banco Estado,15983034.24,2024-12-16,0.0,,95,46,29,188,18,80,3
Anselmo,Redondo,15052249-8,"Via de Martin León 42 Piso 2 
Huelva, 14706",Santiago,ES2199201249442049516459,BCI,1747915.13,2024-04-11,17,2024-05-22,Chevrolet Spark,Sedán,Banco de Chile,0.0,,1747915.13,2024-12-23,96,35,35,134,28,47,90
Cecilia,Barbero,14519223-4,"Cuesta de Narcisa Moll 731 Piso 1 
Vizcaya, 36749",Vitacura,ES0452002650558996811983,BCI,1119483.54,2024-03-23,42,2024-07-26,Toyota Corolla,Hatchback,Banco Estado,7271337.39,2024-11-27,0.0,,62,3,0,199,40,52,75
Catalina,Quevedo,17961252-6,"Calle Febe Pablo 26
Castellón, 23176",Ñuñoa,ES1711243236633084638195,BCI,1302402.65,2024-05-09,22,2024-08-14,Nissan Sentra,Hatchback,BCI,17331363.38,2024-11-20,0.0,,3,30,6,132,37,13,62
Joaquín,Valenzuela,2314083-7,"Callejón Toni Cadenas 2
Guipúzcoa, 08504",Las Condes,ES2394134911672532320907,Banco Estado,510097.6,2024-07-04,37,2024-10-18,Honda Civic,SUV,BCI,18768969.09,2024-12-10,0.0,,51,0,31,191,49,46,16
Joel,Rodrigo,5968108-7,"Alameda Félix Marquez 8
Cantabria, 43554",Santiago,ES8974737293965646229871,Banco Estado,952909.06,2024-04-01,20,2024-11-23,Chevrolet Spark,Coupé,Banco de Chile,0.0,,952909.06,2024-12-09,5,32,6,179,25,82,21
Isabel,Lloret,24911977-6,"Glorieta de Ruperto Gomila 69 Apt. 50 
Toledo, 50272",Ñuñoa,ES8409800069475086164050,Banco de Chile,1339109.61,2024-01-25,40,2024-06-08,Honda Civic,Sedán,Banco de Chile,11740377.93,2024-07-24,0.0,,29,12,36,59,13,88,25
Estela,Alcalá,12380775-8,"Camino Custodia Requena 21
Baleares, 11190",Providencia,ES6183379463088713267133,Banco de Chile,1194707.61,2024-02-15,13,2024-04-15,Toyota Corolla,Hatchback,BCI,0.0,,1194707.61,2024-09-30,13,40,35,71,21,4,67
Salud,Tudela,11921278-2,"Paseo Angelino Portero 37 Apt. 46 
Sevilla, 30895",Ñuñoa,ES1096583148835438644655,Santander,1758088.65,2024-03-21,10,2024-04-27,Ford Fiesta,Hatchback,Scotiabank,6872004.08,2024-08-22,0.0,,6,5,43,104,5,10,91
Marcelino,Ferrero,24912352-8,"Paseo de Fernando Moles 86
Cuenca, 35259",Santiago,ES1456197712184406630920,BCI,995311.41,2024-06-10,37,2024-11-22,Toyota Corolla,Coupé,BCI,0.0,,995311.41,2024-12-08,84,19,36,194,44,87,94
Teresa,Roldán,5845305-6,"Cuesta de Gisela Alcaraz 1
Salamanca, 37648",La Florida,ES9832562847314293320074,Scotiabank,652951.22,2024-04-27,12,2024-11-17,Chevrolet Spark,Hatchback,Santander,0.0,,652951.22,2024-11-17,83,14,3,73,17,29,96
Rico,Soler,1587736-7,"Plaza Azahara Pulido 61
Soria, 31288",Providencia,ES5783460677231881838654,Scotiabank,1981541.0,2024-03-30,49,2024-11-16,Honda Civic,SUV,Santander,0.0,,1981541.0,2024-11-18,76,28,45,150,3,49,15
Melchor,Lorenzo,14551597-1,"Pasaje Maxi Alsina 55
Cádiz, 03436",Vitacura,ES9182263498900309547944,Scotiabank,523607.85,2024-05-08,20,2024-09-30,Toyota Corolla,Sedán,Banco Estado,0.0,,523607.85,2024-10-12,50,14,25,195,0,6,12
Bonifacio,Sainz,10850449-8,"Rambla Nilo Ribera 58
Santa Cruz de Tenerife, 24195",Vitacura,ES7348081619671172626805,Scotiabank,977141.26,2024-06-14,2,2024-09-30,Toyota Corolla,Coupé,Scotiabank,0.0,,977141.26,2024-10-27,70,27,5,143,18,36,81
Epifanio,Blanes,6974050-2,"Paseo Graciela Arregui 97 Piso 2 
Toledo, 13896",Ñuñoa,ES8948340854620394374006,Santander,994455.45,2024-06-18,7,2024-06-22,Ford Fiesta,Coupé,Scotiabank,14727639.87,2024-11-03,0.0,,23,19,12,14,9,42,15
Flavio,Calderón,2198291-1,"Callejón María José Querol 359 Puerta 1 
Castellón, 44546",La Florida,ES7006645383999073342273,Scotiabank,579190.9,2024-01-17,48,2024-02-16,Toyota Corolla,Sedán,BCI,0.0,,579190.9,2024-05-15,97,3,3,55,20,12,73
Ruy,Puerta,15902564-0,"Cañada Leocadia Mendez 4
Madrid, 26049",Ñuñoa,ES5519517539901573441019,Santander,1161575.38,2024-06-17,21,2024-09-02,Nissan Sentra,Hatchback,Santander,18933141.55,2024-12-07,0.0,,59,19,23,198,35,82,74
Hernando,Torres,15483556-3,"Vial Adalberto Zamorano 71 Puerta 5 
Ávila, 38120",Santiago,ES4995793760244846907174,Banco de Chile,1098353.02,2024-06-30,36,2024-11-09,Chevrolet Spark,Camioneta,Banco Estado,8096233.49,2024-12-14,0.0,,41,18,21,78,16,66,79
Alexandra,Becerra,5371314-9,"Pasaje de Pastor Salas 67
Córdoba, 43454",Providencia,ES9393928412089878742065,Banco Estado,1061888.11,2024-04-27,10,2024-10-13,Chevrolet Spark,Coupé,Banco de Chile,10365735.03,2024-10-17,0.0,,87,45,42,42,0,9,31
Judith,Aparicio,24112811-3,"Avenida de Arturo Perez 49
Cuenca, 02198",La Florida,ES2927901042723338007752,BCI,1676123.21,2024-01-28,14,2024-02-20,Nissan Sentra,Hatchback,Banco de Chile,19871453.17,2024-11-01,0.0,,13,50,6,0,34,28,2
Débora,Asensio,8678405-K,"Callejón de Milagros Agustí 24
Ávila, 25266",Ñuñoa,ES6158389938848322511466,Banco Estado,1334014.46,2024-04-08,8,2024-10-30,Honda Civic,SUV,BCI,11118783.27,2024-11-13,0.0,,60,39,15,134,18,3,67
Dan,Peral,10397076-8,"Calle Sebastian Anguita 649
Valladolid, 02109",Vitacura,ES5300035114470163449912,Scotiabank,774962.39,2024-02-15,18,2024-07-07,Toyota Corolla,Sedán,Banco Estado,0.0,,774962.39,2024-09-15,58,8,27,146,33,85,99
Zoraida,Lastra,8216713-7,"Ronda Lupe Pareja 30
Guipúzcoa, 15450",Vitacura,ES9531658122938148605379,Santander,1346280.87,2024-03-19,32,2024-09-16,Chevrolet Spark,Hatchback,BCI,0.0,,1346280.87,2024-12-23,79,6,43,183,44,5,88
Cristian,Salas,8042282-2,"Alameda de Lina Amat 61 Piso 6 
Ciudad, 09698",Providencia,ES3456684331632305611989,Banco Estado,1384978.54,2024-01-19,38,2024-06-08,Chevrolet Spark,Hatchback,Banco de Chile,8802835.1,2024-08-06,0.0,,61,20,4,10,33,43,98
Fidel,Pallarès,9115864-7,"Cañada de María Fernanda Mancebo 36 Piso 2 
Barcelona, 27819",La Florida,ES9385510255314590178930,BCI,1886095.58,2024-06-25,9,2024-09-25,Ford Fiesta,Hatchback,BCI,0.0,,1886095.58,2024-10-01,80,32,37,194,43,4,51
Jordán,Benitez,15042138-1,"Acceso Ramiro Aguilar 14
Salamanca, 04891",La Florida,ES3952616827785050177038,Banco de Chile,1754056.48,2024-01-23,5,2024-10-10,Honda Civic,SUV,Scotiabank,19526732.76,2024-10-20,0.0,,27,16,38,193,0,14,19
África,Pinedo,11212550-7,"Cuesta Consuelo Mateu 960 Apt. 93 
Pontevedra, 12629",La Florida,ES4272730808776475998129,BCI,779790.77,2024-01-16,20,2024-07-07,Honda Civic,Hatchback,Banco Estado,0.0,,779790.77,2024-10-09,10,50,14,102,34,90,89
Silvia,Tena,13341390-1,"Calle Amílcar Morán 47 Puerta 9 
Murcia, 42128",Las Condes,ES9039532488269146319562,Santander,1745939.49,2024-06-08,32,2024-12-15,Honda Civic,Hatchback,Santander,0.0,,1745939.49,2024-12-17,28,16,16,158,21,71,62
Juan Luis,Roca,22194715-0,"Acceso de Olimpia Reina 40 Piso 5 
Ávila, 21757",Santiago,ES8606639636510341341323,Scotiabank,817486.13,2024-06-17,45,2024-10-21,Nissan Sentra,Sedán,Banco Estado,18325195.97,2024-11-18,0.0,,69,33,5,52,33,55,32
Trinidad,Crespi,12290674-4,"Vial Amalia Batalla 5 Piso 4 
Málaga, 36596",Santiago,ES3025422564577629734667,BCI,787384.74,2024-01-24,8,2024-06-05,Ford Fiesta,Hatchback,Banco de Chile,16521548.53,2024-12-12,0.0,,58,3,18,133,25,24,68
Olegario,Avilés,17519014-7,"Pasaje de Vanesa Bautista 9 Piso 4 
Guipúzcoa, 43923",Santiago,ES9371576806850509789630,Scotiabank,1637882.07,2024-04-28,32,2024-11-13,Nissan Sentra,Camioneta,Banco de Chile,14752422.78,2024-12-21,0.0,,67,49,1,91,18,68,80
Brunilda,Ferreras,14428307-4,"Via de Carmela Baeza 65
León, 45921",Vitacura,ES7028909996474983423373,BCI,907991.0,2024-04-04,34,2024-07-18,Honda Civic,Camioneta,Banco de Chile,15948937.73,2024-12-23,0.0,,49,36,44,28,42,86,12
Onofre,Fabra,7624682-3,"C. Guillermo Fuertes 793
Madrid, 46187",Santiago,ES2949114300517447643858,Santander,1420308.08,2024-02-12,4,2024-10-12,Nissan Sentra,SUV,Scotiabank,0.0,,1420308.08,2024-11-12,61,36,20,199,17,48,81
Rubén,Peiró,13349231-3,"Camino de Silvia Planas 954
Soria, 09958",Vitacura,ES6912140385685189703860,Banco de Chile,618001.15,2024-06-09,38,2024-11-21,Ford Fiesta,Sedán,Banco Estado,0.0,,618001.15,2024-12-19,99,34,50,68,50,17,9
Carmina,Hervás,22367904-8,"Ronda de Bernardita Medina 87
Santa Cruz de Tenerife, 43191",Vitacura,ES9499488751055728401727,Banco Estado,1737969.95,2024-04-27,26,2024-12-30,Toyota Corolla,Camioneta,BCI,15621722.02,2024-12-30,0.0,,74,24,2,106,42,89,58
Evaristo,Cuesta,17778319-6,"Pasaje Anselmo Carrillo 755
Ceuta, 08376",Las Condes,ES6667998199974058718419,BCI,1981962.3,2024-05-24,5,2024-06-09,Nissan Sentra,SUV,Banco de Chile,10011976.07,2024-08-18,0.0,,64,2,7,127,4,13,11
Máxima,Mercader,1776105-6,"Urbanización de Reynaldo Nebot 605 Puerta 7 
Lleida, 28288",Providencia,ES2499566732703070212831,BCI,1988117.52,2024-02-17,7,2024-08-01,Toyota Corolla,Coupé,BCI,0.0,,1988117.52,2024-09-06,99,46,43,0,7,33,47
Benigna,Almazán,12149608-9,"Via Tadeo Naranjo 137 Apt. 13 
Badajoz, 37825",La Florida,ES9319102479824499935427,Santander,1537990.63,2024-03-05,16,2024-07-10,Honda Civic,Sedán,Banco Estado,0.0,,1537990.63,2024-11-16,69,11,0,91,23,45,50
Heraclio,Gómez,22364885-1,"C. de Benito Espada 204 Apt. 60 
Castellón, 21026",Ñuñoa,ES5913097667341576590019,BCI,1304472.59,2024-07-01,21,2024-09-24,Toyota Corolla,Hatchback,Banco Estado,8003726.19,2024-10-31,0.0,,91,50,22,30,7,8,54
Jimena,Salvà,15488711-3,"Calle Javier Molina 740 Piso 3 
Cantabria, 21701",La Florida,ES2309101359186432777391,BCI,540349.3,2024-07-13,21,2024-10-27,Honda Civic,Camioneta,BCI,0.0,,540349.3,2024-11-13,8,2,15,57,32,89,1
Jesusa,Casanova,6300204-6,"Callejón Leyre Rosselló 33
Soria, 16944",La Florida,ES4534401287421139833273,Santander,1397012.18,2024-07-12,27,2024-12-28,Toyota Corolla,Camioneta,Banco de Chile,0.0,,1397012.18,2024-12-30,12,4,22,16,2,44,19
Estrella,Valcárcel,14675387-6,"Paseo de Galo Abella 39 Puerta 2 
Huesca, 48113",Ñuñoa,ES8488335397069708535205,BCI,1495366.02,2024-07-09,35,2024-12-04,Toyota Corolla,Camioneta,Scotiabank,0.0,,1495366.02,2024-12-07,90,24,5,154,0,45,100
Cecilia,Quevedo,17492464-3,"Plaza Aitana Carlos 57
Girona, 01469",Ñuñoa,ES2395410907021044111399,Banco Estado,1737393.81,2024-01-14,42,2024-11-14,Nissan Sentra,Sedán,Scotiabank,18761698.59,2024-12-24,0.0,,72,45,5,9,30,35,55
Eusebia,Milla,1353829-8,"Paseo Patricia Torrent 14 Apt. 55 
Cáceres, 28501",Santiago,ES7636004983429064300927,BCI,762136.31,2024-02-27,17,2024-05-24,Toyota Corolla,Camioneta,Banco de Chile,0.0,,762136.31,2024-09-28,29,25,9,185,0,33,29
Manuel,Posada,10353064-4,"Callejón Juan Luis Aragonés 59 Puerta 4 
Tarragona, 21123",Providencia,ES6458446711632345877963,Santander,1424929.73,2024-06-21,11,2024-12-02,Honda Civic,Coupé,BCI,6725611.69,2024-12-18,0.0,,91,46,34,161,20,53,66
Ciríaco,Gaya,2674538-1,"Plaza Amílcar Bellido 78 Puerta 5 
Ávila, 32632",La Florida,ES6147704887597283079339,Scotiabank,1470867.75,2024-03-29,32,2024-12-17,Toyota Corolla,Sedán,Scotiabank,13453557.84,2024-12-17,0.0,,93,14,30,12,32,90,39
Loreto,Canals,1129203-8,"Acceso de Erasmo Pla 72 Apt. 30 
Lleida, 44107",Vitacura,ES7771549240384431718752,BCI,1275875.54,2024-04-28,12,2024-11-09,Nissan Sentra,Sedán,Banco de Chile,0.0,,1275875.54,2024-11-19,85,41,25,161,41,82,32
Abraham,Frutos,13433963-2,"Acceso Noa Méndez 44 Puerta 8 
Soria, 25804",Providencia,ES6944641009238082994229,Santander,1919937.79,2024-07-07,10,2024-07-14,Nissan Sentra,Sedán,BCI,0.0,,1919937.79,2024-11-18,29,8,41,74,36,41,21
Anabel,Merino,6636232-9,"Glorieta Petrona Giménez 52 Puerta 7 
León, 20334",Vitacura,ES7535327728366435472667,Scotiabank,1035752.33,2024-06-07,33,2024-08-27,Honda Civic,Camioneta,Banco Estado,5383150.98,2024-12-24,0.0,,54,50,7,77,17,99,72
Aurelio,Jaume,14476538-9,"Ronda Ester Dávila 1 Puerta 4 
Asturias, 03086",Providencia,ES1545046166533297657829,Banco Estado,1041503.43,2024-02-07,35,2024-11-18,Ford Fiesta,SUV,Santander,12863517.58,2024-12-25,0.0,,51,16,47,1,45,67,1
Lorenzo,Santamaria,16034949-2,"Paseo de Jose Ramón Vall 66
Huesca, 33292",Providencia,ES5001224423255833908387,BCI,1081631.53,2024-05-24,43,2024-07-30,Toyota Corolla,Coupé,Banco Estado,13472752.29,2024-10-14,0.0,,1,34,24,188,21,3,3
Adora,Valbuena,23562840-6,"Cañada de Javi Carrillo 576 Piso 1 
Vizcaya, 10866",Las Condes,ES6237820728720323905574,Santander,1070117.82,2024-05-07,23,2024-12-12,Nissan Sentra,Sedán,BCI,0.0,,1070117.82,2024-12-20,3,22,39,34,50,85,56
Mohamed,Blázquez,20395830-7,"Cuesta Zaida Monreal 256 Puerta 1 
Burgos, 35913",Las Condes,ES5495301814664570345650,Santander,559549.51,2024-02-01,44,2024-03-02,Chevrolet Spark,Camioneta,Santander,0.0,,559549.51,2024-03-17,51,1,8,35,50,42,32
Matías,Cañizares,15827011-0,"Urbanización de Fátima Villalobos 48 Apt. 29 
Jaén, 47564",Ñuñoa,ES7821465546530625123827,Banco Estado,1652101.23,2024-04-30,6,2024-12-13,Toyota Corolla,Coupé,Banco de Chile,0.0,,1652101.23,2024-12-14,65,25,50,179,33,10,11
Victor,Sainz,16867467-8,"Urbanización Oriana Sebastián 68 Puerta 3 
Albacete, 19025",Santiago,ES6096233969822031903911,Scotiabank,1156332.2,2024-01-17,39,2024-03-31,Honda Civic,Coupé,BCI,0.0,,1156332.2,2024-07-05,24,22,50,56,28,92,97
Fabio,Gaya,6428866-0,"Avenida de Rafael Borja 26 Puerta 5 
Asturias, 04186",Providencia,ES8844021554276331162798,Banco de Chile,735054.02,2024-06-25,49,2024-12-12,Ford Fiesta,Hatchback,Banco de Chile,0.0,,735054.02,2024-12-25,90,19,16,25,42,14,100
Jordana,Zapata,5255964-2,"Plaza Alicia Corral 15
Málaga, 35239",Ñuñoa,ES5942456160484695740072,Banco de Chile,699559.1,2024-02-17,2,2024-10-30,Chevrolet Spark,Camioneta,Banco Estado,0.0,,699559.1,2024-11-02,83,28,32,112,24,14,17
Humberto,Ibáñez,8641282-9,"Glorieta Anna Marquez 84
Salamanca, 49779",Providencia,ES1996330352430866853241,Santander,1887234.73,2024-02-20,40,2024-03-13,Honda Civic,Sedán,Scotiabank,0.0,,1887234.73,2024-07-19,98,23,2,40,12,31,81
Aureliano,Castilla,19484636-3,"Calle Diego Collado 59
León, 07713",Las Condes,ES5239988032097449928965,Banco de Chile,749704.78,2024-02-10,37,2024-04-14,Honda Civic,Hatchback,Banco Estado,7423891.37,2024-05-30,0.0,,49,36,30,152,41,94,48
Carmelita,Coca,17597385-0,"Calle Manuel Gaya 5
León, 32807",Santiago,ES3434986747398616631593,Banco Estado,577824.94,2024-01-08,19,2024-07-20,Ford Fiesta,Coupé,Scotiabank,0.0,,577824.94,2024-11-28,62,37,48,2,24,43,69
Bruno,Almansa,14745593-3,"Glorieta Narciso Ruano 1 Puerta 7 
Granada, 18905",Las Condes,ES4169469220120595876360,Santander,1044900.37,2024-05-18,6,2024-11-29,Nissan Sentra,SUV,Banco de Chile,0.0,,1044900.37,2024-12-17,38,49,36,123,49,58,48
